id_category;category_name;id_product;product_name
1148;"Agregaty prądotwórcze Honda";222;"Agregat prądotwórczy jednofazowy FOGO FV 11001 TRE"
1148;"Agregaty prądotwórcze Honda";225;"Agregat prądotwórczy jednofazowy FOGO FV 17001 CRA"
1148;"Agregaty prądotwórcze Honda";227;"Agregat prądotwórczy jednofazowy FOGO FV 17001 TRA"
1148;"Agregaty prądotwórcze Honda";385;"Agregat prądotwórczy trójfazowy FOGO FH 6000"
1148;"Agregaty prądotwórcze Honda";387;"Agregat prądotwórczy trójfazowy FOGO FH 6000 R"
1148;"Agregaty prądotwórcze Honda";391;"Agregat prądotwórczy trójfazowy FOGO FH 8000"
1148;"Agregaty prądotwórcze Honda";396;"Agregat prądotwórczy trójfazowy FOGO FH 8000 TE"
1148;"Agregaty prądotwórcze Honda";397;"Agregat prądotwórczy trójfazowy FOGO FH 8000 TR"
1148;"Agregaty prądotwórcze Honda";400;"Agregat prądotwórczy trójfazowy FOGO FH 8000 TRE"
1148;"Agregaty prądotwórcze Honda";392;"Agregat prądotwórczy trójfazowy Fogo FH 8000R"
1148;"Agregaty prądotwórcze Honda";394;"Agregat prądotwórczy trójfazowy FOGO FH 8000T"
1148;"Agregaty prądotwórcze Honda";398;"Agregat prądotwórczy trójfazowy FOGO FH 8000TRA"
1148;"Agregaty prądotwórcze Honda";402;"Agregat prądotwórczy trójfazowy FOGO FH 9000"
1148;"Agregaty prądotwórcze Honda";405;"Agregat prądotwórczy trójfazowy FOGO FH 9000 CRA"
1148;"Agregaty prądotwórcze Honda";407;"Agregat prądotwórczy trójfazowy FOGO FH 9000 R"
1148;"Agregaty prądotwórcze Honda";410;"Agregat prądotwórczy trójfazowy FOGO FH 9000 TE"
1148;"Agregaty prądotwórcze Honda";412;"Agregat prądotwórczy trójfazowy FOGO FH 9000 TR"
1148;"Agregaty prądotwórcze Honda";408;"Agregat prądotwórczy trójfazowy FOGO FH 9000T"
1148;"Agregaty prądotwórcze Honda";414;"Agregat prądotwórczy trójfazowy FOGO FH 9000TRA"
1148;"Agregaty prądotwórcze Honda";415;"Agregat prądotwórczy trójfazowy FOGO FH 9000TRE"
1148;"Agregaty prądotwórcze Honda";418;"Agregat prądotwórczy trójfazowy FOGO FH 9540"
1148;"Agregaty prądotwórcze Honda";423;"Agregat prądotwórczy trójfazowy FOGO FH 9540 TRE"
1148;"Agregaty prądotwórcze Honda";420;"Agregat prądotwórczy trójfazowy FOGO FH 9540TR"
1148;"Agregaty prądotwórcze Honda";421;"Agregat prądotwórczy trójfazowy FOGO FH 9540TRA"
1148;"Agregaty prądotwórcze Honda";389;"Agregat prądotwórczy trójfazowy FOGO FH6540"
1148;"Agregaty prądotwórcze Honda";562;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 8220 TW"
1148;"Agregaty prądotwórcze Honda";564;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 8220 TWE"
1148;"Agregaty prądotwórcze Honda";565;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 8220 W"
1148;"Agregaty prądotwórcze Honda";567;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 9220 TW"
1148;"Agregaty prądotwórcze Honda";568;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 9220 TWE"
1148;"Agregaty prądotwórcze Honda";570;"Agregat prądotwórczy trójfazowy z modułem spawalniczym FOGO FH 9220 W"
1148;"Agregaty prądotwórcze Honda";136;"Dmuchawa Master BL 4800"
1148;"Agregaty prądotwórcze Honda";138;"Dmuchawa Master BL 6800"
1148;"Agregaty prądotwórcze Honda";142;"Dmuchawa Master BL 8800"
1148;"Agregaty prądotwórcze Honda";131;"Dmuchawa przeciwybuchowa Master Powervent 4200EX"
1148;"Agregaty prądotwórcze Honda";139;"Dmuchawa strażacka MW 22 Rato"
1148;"Agregaty prądotwórcze Honda";148;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) Grit 120"
1148;"Agregaty prądotwórcze Honda";151;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) Grit 30"
1148;"Agregaty prądotwórcze Honda";154;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) Grit 50"
1148;"Agregaty prądotwórcze Honda";156;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) Grit 70"
1148;"Agregaty prądotwórcze Honda";159;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POWÓJNY (OKRĄGŁY) Grit 120"
1148;"Agregaty prądotwórcze Honda";160;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POWÓJNY (OKRĄGŁY) Grit 30"
1148;"Agregaty prądotwórcze Honda";163;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POWÓJNY (OKRĄGŁY) Grit 50"
1148;"Agregaty prądotwórcze Honda";165;"DO MIĘKKIEGO BETONU SEGMENT DIAMENTOWY POWÓJNY (OKRĄGŁY) Grit 70"
1148;"Agregaty prądotwórcze Honda";167;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY PODWÓJNY METAL (OKRĄGŁY) Grit120"
1148;"Agregaty prądotwórcze Honda";169;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY PODWÓJNY METAL (OKRĄGŁY) Grit30"
1148;"Agregaty prądotwórcze Honda";171;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY PODWÓJNY METAL (OKRĄGŁY) Grit50"
1148;"Agregaty prądotwórcze Honda";173;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY PODWÓJNY METAL (OKRĄGŁY) Grit70"
1148;"Agregaty prądotwórcze Honda";174;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY ) GRIT 120"
1148;"Agregaty prądotwórcze Honda";177;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY ) GRIT 50"
1148;"Agregaty prądotwórcze Honda";180;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY ) GRIT 70"
1148;"Agregaty prądotwórcze Honda";176;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) GRIT30"
1148;"Agregaty prądotwórcze Honda";178;"DO ŚREDNIO TWARDEGO BETONU SEGMENT DIAMENTOWY POJEDYNCZY (OKRĄGŁY) GRIT50"
1148;"Agregaty prądotwórcze Honda";183;"DO SUPER TWARDEGO SEGMENT DIAMENTOWY PODWÓJNY (PROSTOKĄTNY) Grit 120"
1148;"Agregaty prądotwórcze Honda";184;"DO SUPER TWARDEGO SEGMENT DIAMENTOWY PODWÓJNY (PROSTOKĄTNY) Grit 50"
1148;"Agregaty prądotwórcze Honda";186;"DO SUPER TWARDEGO SEGMENT DIAMENTOWY PODWÓJNY (PROSTOKĄTNY) Grit 70"
1148;"Agregaty prądotwórcze Honda";188;"DO SUPER TWARDEGO SEGMENT DIAMENTOWY POJEDYNCZY (PROSTOKĄTNY) Grit 120"
1148;"Agregaty prądotwórcze Honda";189;"DO SUPER TWARDEGO SEGMENT DIAMENTOWY POJEDYNCZY (PROSTOKĄTNY) Grit 50"
